ID,Model,Price,Weight,Status,Image
1,ABC123,16.7983,0.0000,1,artikelbild.jpg
5,4,19.0000,0.0000,1,5_0.JPG
8,7,15.0000,0.0000,1,8_0.JPG
12,11,10.0000,0.0000,1,12_0.JPG
13,12,15.0000,0.0000,1,13_0.JPG
15,14,10.0000,0.0000,1,15_0.JPG
24,23,10.0000,0.0000,1,24_0.JPG
25,24,19.0000,0.0000,1,25_0.JPG
26,25,19.0000,0.0000,1,26_0.JPG
28,27,10.0000,0.0000,1,28_0.JPG
30,29,12.0000,0.0000,1,30_0.JPG
31,30,10.0000,0.0000,1,31_0.JPG
32,31,17.0000,0.0000,1,32_0.JPG
33,32,10.0000,0.0000,1,33_0.JPG
34,33,10.0000,0.0000,1,033.jpg
35,34,15.0000,0.0000,1,35_0.JPG
36,35,8.0000,0.0000,1,36_0.JPG
38,37,12.0000,0.0000,1,38_0.JPG
40,39,10.0000,0.0000,1,40_0.JPG
42,41,15.0000,0.0000,1,42_0.JPG
43,42,15.0000,0.0000,1,43_0.JPG
44,43,19.0000,0.0000,1,44_0.JPG
46,45,5.0000,0.0000,1,46_0.JPG
47,46,19.0000,0.0000,1,47_0.JPG
48,47,15.0000,0.0000,1,48_0.JPG
49,48,17.0000,0.0000,1,49_0.JPG
50,49,15.0000,0.0000,1,50_0.JPG
64,51,15.0000,0.0000,1,64_0.JPG
65,52,17.0000,0.0000,1,65_0.JPG
66,53,12.0000,0.0000,1,66_0.JPG
67,54,12.0000,0.0000,1,67_0.JPG
68,55,5.0000,0.0000,1,68_0.JPG
69,56,5.0000,0.0000,1,69_0.JPG
71,58,15.0000,0.0000,1,71_0.JPG
75,64,12.0000,0.0000,1,75_0.JPG
77,66,8.0000,0.0000,1,77_0.JPG
78,67,12.0000,0.0000,1,78_0.JPG
80,69,8.0000,0.0000,1,80_0.JPG
83,73,5.0000,0.0000,1,83_0.JPG
84,74,8.0000,0.0000,1,84_0.JPG
86,76,8.0000,0.0000,1,86_0.JPG
90,80,17.0000,0.0000,1,90_0.JPG
92,82,10.0000,0.0000,1,92_0.JPG
95,85,8.0000,0.0000,1,95_0.JPG
96,86,19.0000,0.0000,1,96_0.JPG
97,87,19.0000,0.0000,1,97_0.JPG
98,88,10.0000,0.0000,1,98_0.JPG
99,89,19.0000,0.0000,1,99_0.JPG
103,93,8.0000,0.0000,1,103_0.JPG
105,95,10.0000,0.0000,1,105_0.JPG
107,97La,5.0000,0.0000,1,107_0.JPG
108,98,12.0000,0.0000,1,108_0.JPG
109,99,10.0000,0.0000,1,109_0.JPG
110,100,10.0000,0.0000,1,110_0.JPG
111,101,15.0000,0.0000,1,111_0.JPG
112,102,17.0000,0.0000,0,112_0.jpg
118,62,12.0000,0.0000,1,118_0.JPG
120,107,12.0000,0.0000,1,120_0.JPG
123,110,17.0000,0.0000,1,123_0.JPG
128,115,19.0000,0.0000,1,128_0.JPG
132,119,17.0000,0.0000,1,132_0.JPG
135,123,17.0000,0.0000,1,135_0.JPG
142,130,17.0000,0.0000,1,142_0.JPG
144,132,8.0000,0.0000,1,144_0.JPG
150,138,17.0000,0.0000,1,150_0.JPG
153,141,12.0000,0.0000,1,0-141.jpg
160,148,8.0000,0.0000,1,160_0.JPG
164,152,12.0000,0.0000,1,164_0.JPG
165,153,17.0000,0.0000,1,165_0.JPG
166,154,19.0000,0.0000,1,166_0.JPG
167,155,17.0000,0.0000,1,167_0.JPG
168,156,8.0000,0.0000,1,168_0.JPG
169,157,12.0000,0.0000,1,169_0.JPG
170,158,12.0000,0.0000,1,170_0.JPG
171,159,12.0000,0.0000,1,171_0.JPG
172,160,12.0000,0.0000,1,172_0.JPG
173,161,12.0000,0.0000,1,173_0.JPG
176,164,15.0000,0.0000,1,176_0.JPG
178,166,15.0000,0.0000,1,178_0.JPG
183,171,10.0000,0.0000,1,183_0.JPG
186,174,8.0000,0.0000,1,186_0.JPG
191,179,15.0000,0.0000,1,191_0.JPG
194,182,17.0000,0.0000,1,194_0.JPG
195,183La,12.0000,0.0000,1,0183.jpg
196,184La,15.0000,0.0000,1,196_0.JPG
197,185,20.0000,0.0000,1,197_0.JPG
198,186,17.0000,0.0000,1,198_0.JPG
199,187,12.0000,0.0000,1,199_0.JPG
201,189,15.0000,0.0000,1,201_0.JPG
202,190,10.0000,0.0000,1,202_0.JPG
203,191,5.0000,0.0000,1,203_0.JPG
204,192,15.0000,0.0000,1,204_0.JPG
207,195,19.0000,0.0000,1,207_0.JPG
208,196,17.0000,0.0000,1,208_0.JPG
209,197,20.0000,0.0000,1,209_0.JPG
210,198,19.0000,0.0000,1,210_0.JPG
211,199,8.0000,0.0000,1,211_0.JPG
212,200,12.0000,0.0000,1,212_0.JPG
216,205,8.0000,0.0000,1,216_0.JPG
224,214,8.0000,0.0000,1,224_0.JPG
227,217,12.0000,0.0000,1,227_0.JPG
230,220,8.0000,0.0000,1,230_0.JPG
237,227,8.0000,0.0000,1,237_0.JPG
1829,1885,15.0000,0.0000,1,1829_0.JPG
1835,1891,17.0000,0.0000,1,1835_0.JPG
2173,2238,15.0000,0.0000,1,2173_0.JPG
2175,2240,15.0000,0.0000,1,2175_0.JPG
2187,2253,5.0000,0.0000,1,2187_0.JPG
2197,2264La,8.0000,0.0000,1,2197_0.JPG
2198,2265,15.0000,0.0000,1,2198_0.JPG
2212,2282,12.0000,0.0000,1,2212_0.JPG
2213,2283,15.0000,0.0000,1,2213_0.JPG
2223,2293La,19.0000,0.0000,1,2223_0.JPG
2224,2294,12.0000,0.0000,1,2224_0.JPG
2227,2297,12.0000,0.0000,1,2227_0.JPG
2228,2298,12.0000,0.0000,1,2228_0.JPG
2234,2304,12.0000,0.0000,1,2234_0.JPG
2236,2307,8.0000,0.0000,1,2236_0.JPG
2237,2308,17.0000,0.0000,1,2237_0.JPG
2238,2309,12.0000,0.0000,1,2238_0.JPG
2240,2311,12.0000,0.0000,1,2240_0.JPG
2242,2313,19.0000,0.0000,1,2242_0.JPG
2243,2314,12.0000,0.0000,1,2243_0.JPG
2248,2323,17.0000,0.0000,1,2248_0.JPG
2250,2325,12.0000,0.0000,1,2250_0.JPG
2251,2326,8.0000,0.0000,1,2251_0.JPG
2253,2328,20.0000,0.0000,1,2253_0.JPG
2254,2329,12.0000,0.0000,1,2254_0.JPG
2255,2330,12.0000,0.0000,1,2255_0.JPG
2258,2333,15.0000,0.0000,1,2258_0.JPG
2262,2337,12.0000,0.0000,1,2262_0.JPG
2269,2344,15.0000,0.0000,1,2269_0.JPG
2272,2347,15.0000,0.0000,1,2272_0.JPG
2279,2355,17.0000,0.0000,1,2279_0.JPG
2282,2358,12.0000,0.0000,1,2282_0.JPG
2293,2370La,15.0000,0.0000,1,2293_0.JPG
2295,2372,22.0000,0.0000,1,2295_0.JPG
2296,2374,12.0000,0.0000,1,2296_0.JPG
2299,2378,12.0000,0.0000,1,2299_0.JPG
2313,2392,15.0000,0.0000,1,2313_0.JPG
2315,2394,12.0000,0.0000,1,2315_0.JPG
2318,2397,12.0000,0.0000,1,2318_0.JPG
2323,2402,12.0000,0.0000,1,2323_0.JPG
2324,2403,12.0000,0.0000,1,2324_0.JPG
2341,2421,12.0000,0.0000,1,2341_0.JPG
2343,2425,15.0000,0.0000,1,2343_0.JPG
2346,2429,12.0000,0.0000,1,2346_0.JPG
2347,2431,12.0000,0.0000,1,2347_0.JPG
2349,2433,12.0000,0.0000,1,2349_0.JPG
2350,2435,15.0000,0.0000,1,2350_0.JPG
2351,2436,12.0000,0.0000,1,2351_0.JPG
2352,2437,15.0000,0.0000,1,2352_0.JPG
2355,2440La,12.0000,0.0000,1,02440.jpg
2359,2444,12.0000,0.0000,1,2359_0.JPG
2360,2445,12.0000,0.0000,1,2360_0.JPG
2364,2452,10.0000,0.0000,1,2364_0.JPG
2365,2453,12.0000,0.0000,1,2365_0.JPG
2368,2457,10.0000,0.0000,1,2368_0.JPG
2370,2459,12.0000,0.0000,1,2370_0.JPG
3196,3338,17.0000,0.0000,0,03338.jpg
3753,3926,19.0000,0.0000,1,3753_0.JPG
3768,3941,12.0000,0.0000,1,3768_0.JPG
3771,3945,20.0000,0.0000,1,3771_0.JPG
3776,3950,17.0000,0.0000,1,3776_0.JPG
3777,3951,19.0000,0.0000,1,03951.jpg
3778,3952,19.0000,0.0000,1,3778_0.JPG
3781,3955,17.0000,0.0000,1,3781_0.JPG
3782,3956,19.0000,0.0000,1,3782_0.JPG
3792,3967,17.0000,0.0000,1,3792_0.JPG
3796,3971,20.0000,0.0000,1,3796_0.JPG
3797,3972,17.0000,0.0000,0,3797_0.JPG
3811,3988,15.0000,0.0000,1,3811_0.JPG
3824,4002,17.0000,0.0000,1,3824_0.JPG
3844,4022,19.0000,0.0000,1,3844_0.JPG
3859,4038,19.0000,0.0000,1,3859_0.JPG
3864,4045,15.0000,0.0000,1,3864_0.JPG
3888,4071,14.0000,0.0000,1,3888_0.JPG
3889,4072,15.0000,0.0000,1,3889_0.JPG
3896,4081,17.0000,0.0000,1,3896_0.JPG
3900,4085,14.0000,0.0000,1,3900_0.JPG
3909,4094,17.0000,0.0000,1,3909_0.JPG
3913,4098,15.0000,0.0000,1,3913_0.JPG
3915,4100,19.0000,0.0000,1,3915_0.JPG
3917,4106,17.0000,0.0000,1,3917_0.JPG
3918,4107,17.0000,0.0000,1,3918_0.JPG
3922,4111,19.0000,0.0000,1,3922_0.JPG
3923,4112,19.0000,0.0000,1,3923_0.JPG
3926,4115,15.0000,0.0000,1,3926_0.JPG
3927,4116,19.0000,0.0000,1,3927_0.JPG
3928,4117La,20.0000,0.0000,1,3928_0.JPG
3929,4119,19.0000,0.0000,1,3929_0.JPG
3937,4127,17.0000,0.0000,1,3937_0.JPG
3941,4131,19.0000,0.0000,1,3941_0.JPG
3942,4132,15.0000,0.0000,1,3942_0.JPG
3948,4141,19.0000,0.0000,1,3948_0.JPG
3949,4142,17.0000,0.0000,1,3949_0.JPG
3955,4148,19.0000,0.0000,1,3955_0.JPG
3959,4152,19.0000,0.0000,1,3959_0.JPG
3960,4153,15.0000,0.0000,1,3960_0.JPG
3972,4167,15.0000,0.0000,1,3972_0.JPG
3979,4174,19.0000,0.0000,1,3979_0.JPG
3980,4175La1,19.0000,0.0000,1,3980_0.JPG
3981,4176,20.0000,0.0000,1,3981_0.JPG
3983,4178,15.0000,0.0000,1,3983_0.JPG
3993,4190,19.0000,0.0000,1,3993_0.JPG
3997,4195,6.0000,0.0000,1,04195.jpg
3999,4197,10.0000,0.0000,1,3999_0.JPG
4001,4199,17.0000,0.0000,1,4001_0.JPG
4002,4200,17.0000,0.0000,1,4002_0.JPG
4003,4201,17.0000,0.0000,1,4003_0.JPG
4013,4211,19.0000,0.0000,1,4013_0.JPG
4015,4213,17.0000,0.0000,1,4015_0.JPG
4021,4219,19.0000,0.0000,1,4021_0.JPG
4022,4220,19.0000,0.0000,1,4022_0.JPG
4023,4221,19.0000,0.0000,1,4023_0.JPG
4024,4222,19.0000,0.0000,1,4024_0.JPG
4025,4223,17.0000,0.0000,1,4025_0.JPG
4026,4224,19.0000,0.0000,1,4026_0.JPG
4030,4229,17.0000,0.0000,1,4030_0.JPG
4033,4232,17.0000,0.0000,1,4033_0.JPG
4038,4238,19.0000,0.0000,1,4038_0.JPG
4040,4240,17.0000,0.0000,1,4040_0.JPG
4041,4241,19.0000,0.0000,1,4041_0.JPG
4042,4242,17.0000,0.0000,1,4042_0.JPG
4045,4246,14.0000,0.0000,1,4045_0.JPG
4049,4249,19.0000,0.0000,1,4049_0.JPG
4052,4252,17.0000,0.0000,1,4052_0.JPG
4054,4254,12.0000,0.0000,1,04254.jpg
4055,4255,15.0000,0.0000,1,4055_0.JPG
4056,4256,17.0000,0.0000,1,4056_0.JPG
4057,4257,15.0000,0.0000,1,4057_0.JPG
4059,4259,22.0000,0.0000,1,4059_0.JPG
4062,4266,19.0000,0.0000,1,4062_0.JPG
4071,4273La,12.0000,0.0000,0,4071_0.JPG
4075,4277,19.0000,0.0000,1,4075_0.JPG
4089,4292,17.0000,0.0000,1,4089_0.JPG
4096,4299,17.0000,0.0000,1,4096_0.JPG
4099,4303La,17.0000,0.0000,1,4099_0.JPG
4105,4309,12.0000,0.0000,1,4105_0.JPG
4118,4324,17.0000,0.0000,1,4118_0.JPG
4119,4325,15.0000,0.0000,1,4119_0.JPG
4130,4336,17.0000,0.0000,1,4130_0.JPG
4154,4361,17.0000,0.0000,1,4154_0.JPG
4161,4368,19.0000,0.0000,1,4161_0.JPG
4164,4371,17.0000,0.0000,1,4164_0.JPG
4178,4385,19.0000,0.0000,1,4178_0.JPG
4199,4405,17.0000,0.0000,1,4199_0.JPG
4205,4412,15.0000,0.0000,1,4205_0.JPG
4226,4439,12.0000,0.0000,1,4226_0.JPG
4259,4472,12.0000,0.0000,1,4259_0.JPG
4265,4479,8.0000,0.0000,1,4265_0.JPG
4269,4485,12.0000,0.0000,1,4269_0.JPG
4279,4496,17.0000,0.0000,1,4279_0.JPG
4284,4502,12.0000,0.0000,1,4284_0.JPG
4291,4509,10.0000,0.0000,1,4291_0.JPG
